"Resource Name","Alarm Text","Severity","Raised Time (System)","Acknowledged"
"Rep. Waropen to Pulau Nau System 3/Radio-6.1-XPIC.2","Remote communication failure","CRITICAL","August 13, 2021 1:06:57 PM",N
"NENGKE VILLAGE TO ANUSPODENA/1RU/Slot 1","Hardware Failure","CRITICAL","December 11, 2020 4:55:06 PM",N
"KARUNGAN - B.BARATAN  CH1-3 LOW XPIC VERTICAL/2RU/Slot 5","Corrupted inventory file","WARNING","December 26, 2020 11:36:13 PM",N
"CERAGON BPO TO TGBATU","HTTP LOGON FAILURE","WARNING","May 8, 2020 5:42:30 AM",N
"New Rep. 1 Wapoga to Pulau Nau System 3/Radio-3.1-XPIC.1","Remote communication failure","CRITICAL","July 7, 2021 10:31:53 PM",N
"Site-8 2.8 SEIMAYANG-LABANAN CH1-3 HIGH VERTICAL/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","October 10, 2021 11:21:46 PM",N
"LIKUPANG - GANGGA 7 GHz/LOW/HORIZONTAL/Radio-4.1","Radio loss of frame","CRITICAL","October 19, 2021 2:38:48 PM",N
"STO BIREUN TO SITE BUKIT RIMBA RAYA 8 GHz / Ch 6 High/E1-2.7","E1/DS1 loss of signal on port #7","MAJOR","November 9, 2020 11:22:35 AM",N
"STO BIAK TO MUKMER 8Ghz SYSTEM 1/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","September 15, 2021 1:08:42 PM",N
"OTOWERI - PADANG AGODA (5+0)","LOST CONTACT","INDETERMINATE","October 18, 2021 11:53:10 AM",N
"HANAU TO ASAM BARU. / U6 GHz XPIC / CH. 7H / 2+0 SD/MC-ABC.1","LVDS RX Error Slot 5","MAJOR","January 22, 2020 4:16:35 AM",Y
"FibeAir IP-10G - 10.144.122.103/Shelf/Slot 1 - MALIGANO - PUNGGALUKU/IDU","Communications lost with IDU #3","CRITICAL","November 5, 2019 4:00:23 AM",Y
"WAINDU TO RUNI CH1 & CH3 6GHZ XPIC System 1/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","October 25, 2021 9:35:38 AM",N
"REP.TAMAKO TO SANGIR TALAUD CITY/7GHz/HIGH/HORIZONTAL","LOST CONTACT","INDETERMINATE","August 17, 2021 3:06:32 PM",N
"ENTIKONG-TVRI/E1-1.13","E1/DS1 loss of signal on port #13","MAJOR","October 6, 2021 1:58:47 PM",N
"STO LABUAN BAJO - PUARLOLO FREK.8GH VERTICAL/Radio-5.1","RFU RX level path1 out of range","WARNING","June 20, 2021 11:25:58 AM",N
"Rep. Nabire to STO Nabire System 3/2RU/Slot 7","Corrupted inventory file","WARNING","June 7, 2021 2:49:15 PM",N
"MIAU BARU TO MATAMANIS ( SYSTEM 2 )","LOST CONTACT","INDETERMINATE","October 27, 2021 10:37:09 AM",N
"Waindu to Pantai Indomba System 3/Radio-7.1-XPIC.3","RFU RX level path1 out of range","WARNING","October 25, 2021 7:12:51 AM",N
"STO Nabire to Rep. Nabire System 3/Radio-7.1-XPIC.3","Remote communication failure","CRITICAL","June 7, 2021 2:46:57 PM",N
"STO Nabire to Rep. Nabire System 2","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:41:29 AM",N
"Telkom Site Bundung (Backup Telkomsel Pebruari 2014)/ETY-4.6","Ethernet loss of carrier on port #6","MAJOR","September 29, 2021 8:32:49 PM",N
"BTS WAIMANGURA_PEMKAB SBD #1,  CH.4/Radio-1","RFU Rx level path1 out of range","WARNING","May 8, 2021 10:08:01 PM",N
"MEMPAWAH (Backup Telkomsel Pebruari 2014)/ETY-4.3","Ethernet loss of carrier on port #3","MAJOR","October 6, 2021 2:10:36 PM",N
"GUNUNG DAENG TO SEI BATIK  6GHz CH.1/Shelf/Slot 1 - GUNUNG DAENG TO SEI BATIK  6GHz CH.1/IDU","TDM backplane LOF for slot #5","CRITICAL","October 20, 2021 1:02:01 PM",N
"SEI BABI TO SAMPIT/ U6 GHz XPIC / CH. 5H / 2+0 SD/MC-ABC.1","LVDS RX Error Slot 5","MAJOR","September 14, 2021 2:16:38 AM",N
"GN.TABUR _ TANJUNG REDEB ( SYSTEM 3 )/Radio-5.1","RFU RX level path1 out of range","WARNING","May 5, 2020 6:46:53 PM",N
"GN.TABUR TO SAJAU","HTTP LOGON FAILURE","WARNING","January 12, 2019 6:12:25 PM",Y
"STO LABUAN BAJO - PUARLOLO FREK.8GH VERTICAL/Radio-5.1","Radio loss of frame","CRITICAL","June 20, 2021 11:25:58 AM",N
"STO TAKENGON TO SITE BUKIT SAMA/Shelf/Slot 1 - Link Sto Takengon To Bukit Sama 8GHz / Ch 7 //IDU","Failure in one or more TDM trails","WARNING","March 12, 2019 12:21:47 AM",Y
"SANGIR TALAUD - SANGIR TALAUD CITY 7 GHz/LOW/HORIZONTAL","HTTP LOGON FAILURE","WARNING","November 20, 2019 7:54:24 AM",Y
"TVRI RELOK - REP. GENYEM (System 1)/Radio-3.1","Radio loss of frame","CRITICAL","April 19, 2021 3:51:15 AM",N
"MAKAPA TO TOILI","LOST CONTACT","INDETERMINATE","March 22, 2021 8:06:23 PM",N
"SANTIGI - PSR PUTIH FREK.4,5G HIGH 5+0 XPIC SD (JUNI 2021)/Radio-6.2","RFU TX Mute","WARNING","July 30, 2021 9:45:51 PM",N
"BABUSSALAM TO REP. GUMPANG 8 GHz CH6 + CH.8 (2+0) VERTICAL","LOST CONTACT","INDETERMINATE","April 14, 2021 3:38:14 PM",N
"Muara Kaman to Kota Bangun System 2/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","March 19, 2021 8:22:01 PM",N
"BATU LICIN - KOTABARU (RELOKASI)","HTTP LOGON FAILURE","WARNING","October 15, 2020 9:59:23 AM",N
"Apawer to Martewar System 3/Radio-4.1-XPIC.1","RFU RX level path2 out of range","WARNING","October 24, 2021 6:28:34 PM",N
"POMPALIA - KENDARI IP-10","HTTP LOGON FAILURE","WARNING","November 29, 2020 9:34:12 AM",N
"KOTAWARINGIN LAMA TO STO PANGKALAN BUN 5+0 FEB 2020/Radio-4.1","RFU TX level out of range","MINOR","January 12, 2021 11:45:28 AM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","September 18, 2021 8:44:37 PM",N
"MANANMUR TO PIRMA (5+0)/2RU/Slot 7","Unexpected Card Type in slot","MINOR","August 14, 2021 5:29:40 PM",N
"REP. GENYEM TO NIMBOKRANG (System 1)","LOST CONTACT","INDETERMINATE","April 28, 2020 5:42:56 AM",N
"Muara Kaman to Kota Bangun System 2/Radio-2.1","Radio loss of frame","CRITICAL","September 11, 2020 7:40:25 PM",N
"Telkom Site Bundung (Backup Telkomsel Pebruari 2014)/ETY-1.2","Gigabit Ethernet loss of carrier on port #2","MAJOR","September 21, 2021 8:49:13 AM",N
"SEBA - EILOGO FREK.11G LOW 4+0 & 1+0( 5+0 ) JULI 2019/Radio-5.1","Radio loss of frame","CRITICAL","September 26, 2020 2:47:38 AM",N
"STO KUPANG TO CAMPLONG/Radio-6.1-XPIC.2","RFU communication failure","WARNING","April 23, 2019 4:31:04 PM",Y
"SUNGAI APIT - BENGKALIS  F1/E1-1.1","E1/DS1 unexpected signal on port #1","WARNING","August 10, 2020 11:38:09 AM",N
"BENGKALIS - SUNGAI APIT  F1/Radio-3","RFU communication failure","WARNING","July 6, 2020 4:01:48 PM",N
"SANGATA2 - PERDAU FREK.6G HIGH CH4-CH6 XPIC (HORIZONTAL)","Multi Carrier ABC LOF","CRITICAL","October 25, 2021 12:26:40 AM",N
"BAHONSUAI - WOSU ( 8GHZ, POL. VERTICAL )/Radio-2.1","RFU communication failure","WARNING","September 14, 2021 5:10:47 AM",N
"SEIBATANG - GN DAENG R/Radio-4.1","Remote communication failure","CRITICAL","September 14, 2021 2:55:24 AM",N
"REP. TSEL AILOGO SABU - BKT. SAMBUKU 6 GHZ CH 1 H/E1-1.3","E1/DS1 unexpected signal on port #3","WARNING","May 5, 2019 7:57:18 PM",Y
"Kalabahi to Omtel/E1-2.2","Loss-of-frames alarm on TDM service","MAJOR","September 1, 2018 3:16:59 AM",Y
"BTS WAIMANGURA_PEMKAB SBD #1,  CH.4/Radio-1","Radio loss of frame","CRITICAL","May 8, 2021 10:08:01 PM",N
"IP10_Bundung_to_Gunung_Besi_SL01/ETY-4.1","Gigabit Ethernet loss of carrier on port #1","MAJOR","October 29, 2019 3:58:44 AM",Y
"PONTIANAK/Shelf/Slot 2/IDU","Remote communication failure","MAJOR","May 31, 2021 9:38:21 AM",N
"SANGATA2 - PERDAU FREK.6G HIGH CH 1-CH3 XPIC (VERTICAL)/Radio-8.1-XPIC.3","Remote communication failure","CRITICAL","October 25, 2021 12:35:39 AM",N
"ASAM BARU TO HANAU / U6 GHz XPIC / CH. 7L / 2+0/Radio-3.1-XPIC.1","RFU communication failure","WARNING","April 18, 2021 12:52:07 AM",N
"BONGGO TO ANUSPODENA (System 1)/Radio-3.1","Radio loss of frame","CRITICAL","March 19, 2020 5:59:27 AM",N
"KP BOTAI - MANIMERI 8 GHZ 5+0 UPGRADE 2019/Radio-3.1","Cable short","MAJOR","June 3, 2021 4:03:17 AM",N
"BAGAN SIAPI API to SUKAJADI/IDU/IDC","Loss of Protection","WARNING","September 30, 2020 3:26:58 AM",N
"SAJAU TO GN TABUR 4+0 NEW  RAFI PHASE 1/Radio-3.1","Radio loss of frame","CRITICAL","September 9, 2021 7:43:18 AM",N
"WAIKABUBAK _ KANINGGU/Radio-5.1","Radio signal degrade","MINOR","October 27, 2021 2:43:46 PM",N
"GUNUNG PAGAR - PONTIANAK/E1-1.8","E1/DS1 unexpected signal on port #8","WARNING","December 4, 2017 12:36:23 AM",Y
"PONGKAR - DANGAS FREK.6GHz HIGH 2+0 XPIC/Radio-3.1","Radio signal degrade","MINOR","April 12, 2018 10:49:28 AM",Y
"FREEKEDEL 7+0 JULI 2019/Radio-8.1-XPIC.3","Radio loss of frame","CRITICAL","April 15, 2021 6:59:57 AM",N
"04 MUARA PAHU - MUARA MUNTAI EXPAND/1RU/Power Supply 2","Under voltage","MAJOR","December 20, 2020 6:54:22 PM",N
"SEPANG - KKN Rep/Radio-3","Radio loss of frame","CRITICAL","July 16, 2020 8:13:54 AM",N
"GN DAENG - MAMBURUNGAN R/Radio-2.1","Cable open","MAJOR","October 26, 2021 9:00:25 AM",N
"SEIMAYANG - LABANAN (SYSTEM 4 )","LOST CONTACT","INDETERMINATE","September 24, 2021 4:00:53 PM",N
"TVRI SOROAKO TO ASOLI#1 8 GHz CHANNEL 5/Radio-4","RFU communication failure","WARNING","October 25, 2021 2:33:38 PM",N
"MAMBURUNGAN TO BEBATU SUPA/E1-2.5","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","October 5, 2017 9:59:16 AM",Y
"SANGATA2 - PERDAU FREK.6G HIGH CH4-CH6 XPIC (HORIZONTAL)/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","October 25, 2021 12:26:40 AM",N
"BTS WAINANGURA-BTS ELOPADA CH.5","HTTP LOGON FAILURE","WARNING","May 9, 2021 12:48:25 AM",N
"LIKUPANG - GANGGA 7 GHz/LOW/HORIZONTAL/Radio-4.1","RFU RX level path1 out of range","WARNING","October 19, 2021 2:38:48 PM",N
"RUJAB - SP2 2+0/ETY-1.1","Loss of Carrier","MAJOR","October 21, 2020 3:40:24 PM",N
"SITE BUKIT SAMA TO SITE BUKIT RIMBA RAYA/ETY-4.1","Gigabit Ethernet loss of carrier on port #1","MAJOR","March 13, 2019 12:23:42 PM",Y
"Rep. Nabire to STO Nabire System 2","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:33:56 AM",N
"TOMPO - TOLI2 FREK.4,5GHz HIGH 5+0 XPIC SD ( JUNI 2021 )/Radio-6.1","Radio loss of frame","CRITICAL","July 27, 2021 4:33:16 PM",N
"Site-14 2.14 B.BARATAN - SAJAU CH1-3 HIGH XPIC VERTICAL/2RU/Slot 8","Unexpected Card Type in slot","MINOR","January 11, 2021 4:55:28 PM",N
"STO BANDA ACEH TO BATHETAMON 6 Ghz","HTTP LOGON FAILURE","WARNING","May 8, 2020 7:50:55 AM",N
"INDOMBA TO TAMAKURI FREQ 7 & 8 VERTICAL System 1/1RU/Power Supply 2","Under voltage","MAJOR","July 17, 2020 6:19:08 AM",Y
"PUARLOLO - DORONAE U6GHz XPIC EXPAND ASURANSI-HIGH-HORIZONTAL sys-2/Radio-4.1","RFU communication failure","WARNING","October 26, 2021 8:17:44 AM",N
"MOKMER TO STO BIAK 8Ghz SYSTEM 1/Radio-3.1","RFU RX level path1 out of range","WARNING","September 6, 2021 1:41:48 PM",N
"Ratewo to Rep. Nabire System 2/Radio-2.1","RFU RX level path1 out of range","WARNING","December 18, 2020 11:14:04 PM",N
"P. Nau to Rep. Waropen System 2","LOST CONTACT","INDETERMINATE","February 12, 2021 7:53:05 PM",N
"NENGKE VILLAGE - ANUSPODENA SYSTEM 2/Radio-2.1","Remote communication failure","CRITICAL","May 21, 2021 9:16:20 AM",N
"WOLOBOBO _ KELINDORA  8+0 ( JULI 20 )/Radio-7.1-XPIC.3","Radio loss of frame","CRITICAL","August 18, 2021 1:37:28 PM",N
"REP. ASULI TO TOLETOLE#1  8 GHz CHANNEL 6/Shelf/Slot 4","LOST CONTACT","INDETERMINATE","September 13, 2021 11:00:39 AM",N
"FibeAir IP-10G - 10.156.23.159","HTTP LOGON FAILURE","WARNING","December 1, 2020 5:19:44 AM",N
"MENGKUNING - SENAYANG FREK.6GHZ LOW 4+0/Radio-5.1","Remote communication failure","CRITICAL","January 17, 2019 4:53:13 AM",Y
"TIDUNG PALA TO BEBATU 8GHz CH1 HIGH VERTICAL/ETY-4.7","Ethernet loss of carrier on port #7","MAJOR","October 13, 2021 12:13:16 PM",N
"SP2 - RUJAB 3+0 + UPGRADE SEPTEMBER 2019/Radio-3.1-XPIC.1","RFU RX level path1 out of range","WARNING","July 5, 2020 11:33:05 AM",N
"MAMBURUNGAN - BEBATU SUPA #1 8GHz CH.2 VERTICAL/E1-1.12","E1/DS1 loss of signal on port #12","MAJOR","October 16, 2021 1:06:35 PM",N
"KUTACANE TO BUKIT MANDIN/Radio-3.1","Remote communication failure","CRITICAL","September 14, 2021 9:42:07 AM",N
"TEMPAYUNG - KOLAM/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","January 18, 2021 12:50:55 PM",N
"BTS WAIMANGURA_PEMKAB SBD #1,  CH.4","HTTP LOGON FAILURE","WARNING","May 9, 2021 3:53:31 AM",N
"BANJARMASIN ULIN - MARABAHAN","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:25:34 AM",N
"SUKAJADI TO DUMAI Ch 3,4 F8, 6, 3, 9 F7/Radio-3.1","Cable open","MAJOR","August 10, 2020 11:25:55 AM",N
"STO Sambas - New Repeater Sambas 8GHz (IDU-2)","LOST CONTACT","INDETERMINATE","July 19, 2021 7:10:29 PM",N
"STO Nabire to Rep. Nabire System 3","LOST CONTACT","INDETERMINATE","July 16, 2021 5:10:36 AM",N
"TIDUNG PALA TO BEBATU 8GHz CH1 HIGH VERTICAL/E1-1.9","E1/DS1 unexpected signal on port #9","WARNING","October 13, 2021 12:13:12 PM",N
"STO BANDA ACEH - BATE THAMON NEW IP-20","LOST CONTACT","INDETERMINATE","June 25, 2019 2:05:04 PM",Y
"R-CGN-IP10_MSKU_to_STNG_SL01_MR/Radio-6","Tx level out of range","MINOR","October 26, 2021 11:09:12 PM",N
"BEBATU SUPA TO TIDUNG PALA/E1-2.3","Loss-of-frames alarm on TDM service","MAJOR","October 5, 2017 9:59:55 AM",Y
"PANGKALAN BUN REP. TO HANAU / U6 GHz XPIC / CH. 8L / 2+0 SD/MC-ABC.1","LVDS RX Error Slot 5","MAJOR","June 8, 2020 4:10:56 AM",N
"BABUSSALAM TO REP. GUMPANG 8 GHz CH6 + CH.8 (2+0) VERTICAL/1RU/Slot 1","Activation key violation","CRITICAL","December 8, 2020 6:42:33 PM",N
"SIDO MAKMUR TO PADANG AGODA (5+0)","LOST CONTACT","INDETERMINATE","October 18, 2021 12:22:05 PM",N
"ILEWENGOT - STO LARANTUKA U6GHz/XPIC/LOW","HTTP LOGON FAILURE","WARNING","November 20, 2019 7:59:05 AM",Y
"Site-8 2.8 SEIMAYANG-LABANAN CH1-3 HIGH VERTICAL/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","October 10, 2021 11:21:46 PM",N
"TONKIAN TO KINTOM #1 / 8GHz / CH 7 HORIZONTAL / TX LOW","LOST CONTACT","INDETERMINATE","May 30, 2021 3:15:27 AM",N
"LABANAN TO GUNUNG TABUR ( SYSTEM 2 )/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","October 16, 2021 8:10:57 AM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","September 18, 2021 8:44:37 PM",N
"Site-1 2.1 PERDAU - MATAMANIS ( VERTICAL ) FREK. 4-5G XPIC/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","October 24, 2021 8:30:25 AM",N
"PASIR PUTIH - TOMPO FREK.4,5G LOW 5+0 XPIC SD ( JUNI 2021 )/Radio-7.1","Radio excessive BER","MAJOR","October 27, 2021 2:34:14 PM",N
"Waindu to Pantai Indomba System 3/Radio-10.1-XPIC.4","Radio loss of frame","CRITICAL","October 25, 2021 7:12:51 AM",N
"REP. RANSIKI TO PINTU BATU/1RU/Power Supply 2","Under voltage","MAJOR","February 18, 2018 10:16:44 AM",Y
"STO BENGKALIS TO S. PAKNING 6 GHz VERTICAL/CH. 2,4,1,7,8 HIGH/Radio-6.1","Remote communication failure","CRITICAL","October 31, 2018 4:06:32 AM",Y
"SITE BUKIT SAMA TO SITE BUKIT RIMBA RAYA/Shelf/Slot 1 - Link Bukit Sama To Bukit Rimba Raya 8 GHz / Ch 1 High/IDU","SW running version mismatch with extension unit in slot 4","MAJOR","March 13, 2019 12:23:38 PM",Y
"SEKURA-PALOH(telkom)/Radio-3.1","RFU communication failure","WARNING","June 4, 2020 2:31:50 AM",N
"KP BOTAI - MANIMERI UPGRADE 3+0 SEPTEMBER 2019/Radio-3.1","Radio loss of frame","CRITICAL","August 28, 2020 6:52:08 PM",N
"KUALA KUAYAN TO PARENGGEAN IP10 6GHz/E1-1.10","E1/DS1 unexpected signal on port #10","WARNING","September 28, 2021 1:40:31 PM",N
"MANANMUR TO OTOWERI (5+0)/Radio-7.1","RFU RX level path2 out of range","WARNING","September 8, 2021 3:54:26 PM",N
"R-CGN-IP10_BIKA_to_NBUN_SL01_MR/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","October 25, 2021 11:31:58 AM",N
"STO TAKENGON TO SITE BUKIT SAMA/E1-1.8","E1/DS1 loss of signal on port #8","MAJOR","March 12, 2019 12:21:47 AM",Y
"REP SANGATA TO MATAMANIS ( SYSTEM 2 )","LOST CONTACT","INDETERMINATE","October 27, 2021 10:06:01 AM",N
"MAMBURUNGAN-GN DAENG R/Radio-2.1","Cable open","MAJOR","September 14, 2021 3:40:34 AM",N
"BENGKALIS - SUNGAI APIT  F1/Radio-3","Radio loss of frame","CRITICAL","July 6, 2020 4:01:48 PM",N
"TOLI2 - TOMPO FREK.4,5G LOW 5+0 XPIC SD (JUNI 2021)/Radio-5.2","RFU TX Mute","WARNING","July 27, 2021 11:32:56 AM",N
"TVRI SOROAKO TO ASOLI#1 8 GHz CHANNEL 5/Shelf/Slot 2 - TVRI SOROAKO TO ASOLI#2 8 GHz CHANNEL 1/IDU","Remote communication failure","MAJOR","October 19, 2020 5:39:15 PM",N
"BONEPUTE TO WOTU#1 8 GHz CHANNEL 3/Shelf/Slot 2 - Slot#1/IDU","Remote communication failure","MAJOR","October 19, 2021 12:51:10 PM",N
"TVRI SOROAKO TO ASOLI#1 8 GHz CHANNEL 5/Shelf/Slot 4 - TVRI SOROAKO TO LAWEWU#2 8 GHz CHANNEL 7/IDU","Fan failure","MINOR","September 13, 2021 10:56:20 PM",N
"Pulau Nau to Rep. Waropen System 3/2RU/Slot 4","This Card type is not supported in this slot","MAJOR","August 5, 2021 3:22:29 AM",N
"New Rep. 1 Wapoga to Ratewo System 2/Radio-2.1","RFU RX level path2 out of range","WARNING","January 9, 2021 4:08:55 PM",N
"HANAU TO PANGKALAN BUN REP. / U6 GHz XPIC / CH. 8H / 2+0 SD","LOST CONTACT","INDETERMINATE","July 31, 2020 5:45:14 AM",N
"MUARA PAHU - MUARA MUNTAI/Radio-2","Cable open","MAJOR","October 25, 2021 9:40:10 AM",N
"TVRI RELOK - REP. GENYEM (System 1)/1RU/Power Supply 1","Under voltage","MAJOR","July 13, 2021 10:13:32 PM",N
"Telkom Site Bundung (Backup Telkomsel Pebruari 2014)/ETY-4.5","Ethernet loss of carrier on port #5","MAJOR","September 29, 2021 8:32:49 PM",N
"IP10_Bundung_to_Gunung_Besi_SL01/Shelf/Slot 3","LOST CONTACT","INDETERMINATE","September 24, 2019 3:57:30 AM",Y
"R-CGN-IP10_MSKU_to_STNG_SL01_MR/E1-1.15","E1/DS1 unexpected signal on port #15","WARNING","October 24, 2021 3:01:38 AM",N
"Gunung Besi ti Sto Singkawang/E1-1.2","E1/DS1 unexpected signal on port #2","WARNING","January 8, 2019 6:55:17 PM",Y
"STO Ketapang to Sei Awan/MC-ABC.1","LVDS RX Error Slot 4","MAJOR","October 25, 2018 12:15:50 PM",Y
"TIDUNG PALA TO BEBATU 8GHz CH1 HIGH VERTICAL/E1-1.5","E1/DS1 unexpected signal on port #5","WARNING","October 13, 2021 12:13:12 PM",N
"KUALA KUAYAN TO PARENGGEAN IP10 6GHz/E1-1.1","E1/DS1 unexpected signal on port #1","WARNING","September 28, 2021 1:40:31 PM",N
"SEIBATANG - GN DAENG R/Radio-5.1","Remote communication failure","CRITICAL","September 14, 2021 2:55:24 AM",N
"DMT LIA - TSEL TALAWIA 7 GHz/HIGH/HORIZONTAL/Radio-4.1","RFU RX level path1 out of range","WARNING","July 7, 2021 11:32:54 AM",N
"LIKUPANG - GANGGA 7 GHz/LOW/HORIZONTAL/Radio-3.1","RFU RX level path1 out of range","WARNING","October 20, 2021 6:59:28 AM",N
"REP. TOLE - TOLE TO MALILI#1  8 GHz CHANNEL 6/Radio-4","Tx mute","WARNING","October 20, 2021 5:36:23 PM",N
"PARIT TO PARENGGEAN IP10/Shelf/Slot 1/IDU","Communications lost with IDU #2","CRITICAL","May 3, 2021 8:05:58 AM",N
"BENGKALIS TO SUNGAI APIT/Radio-6.1","Remote communication failure","CRITICAL","February 8, 2019 3:43:50 PM",Y
"SUKAJADI TO DUMAI Ch 3,4 F8, 6, 3, 9 F7/Radio-5.1","Radio loss of frame","CRITICAL","October 11, 2020 12:54:02 PM",N
"TELKOM GUNUNG MUMBUN - GN. PAGAR (MAIN)/Radio-4","RFU Rx level path1 out of range","WARNING","December 3, 2017 11:41:46 PM",Y
"MATARAM - BKT TENGAH SYSTEM 2 5+0 U6 GHz  XPIC  HIGH 17-04-2017/ETY-1.1","Loss of Carrier","MAJOR","July 16, 2019 11:15:54 AM",Y
"Gunung Besi ti Sto Singkawang/E1-1.1","E1/DS1 unexpected signal on port #1","WARNING","January 8, 2019 6:55:17 PM",Y
"New Rep. 1 Wapoga to Pulau Nau System 3/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","July 7, 2021 10:31:53 PM",N
"REF TAMAKO TO SANGER TALAUD CITY #2  8Ghz","LOST CONTACT","INDETERMINATE","March 23, 2021 6:00:03 PM",N
"NIMBOKRANG - REP. KAPTIAU SYSTEM 2/Radio-5.1","Remote communication failure","CRITICAL","July 21, 2021 11:14:09 PM",N
"MUARA PAHU - MELAK/Shelf/Slot 1 - Link Muara Pahu - Melak / 8 GHz / Ch. 5 / Tx High/IDU","Failure in one or more TDM trails","WARNING","January 15, 2021 2:44:53 AM",N
"SUNGAI PENUH TO BUKIT NAMORA","HTTP LOGON FAILURE","WARNING","October 31, 2019 10:34:17 PM",Y
"Site-16 2.16 B.BARATAN-KARUNGAN CH1-3 HIGH XPIC VERTICAL","Multi Carrier ABC LOF","CRITICAL","February 3, 2021 8:56:32 AM",N
"PINTU BATU - KP. SIHU (5+0) UPGRADE 2019/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","October 26, 2021 5:12:56 AM",N
"SUKAJADI to BAGAN SIAPI API/IDU/Drawer 1/ODURFU/RFU","RFU Rx Level Path1 Out Of Range","WARNING","October 23, 2020 5:20:06 AM",N
"PERDAU - SANGATA2 FREK.6G CH1-CH3 XPIC (VERTICAL)/Radio-9.1","Radio loss of frame","CRITICAL","October 24, 2021 7:16:33 PM",N
"SUKADANA TO SIDUK","HTTP LOGON FAILURE","WARNING","January 17, 2018 11:46:34 PM",Y
"MIAU BARU - SEI MAYANG ( SYSTEM 1 )/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","September 15, 2021 11:04:56 AM",N
"05 TAMPARAK LAYUNG/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","September 30, 2021 10:00:08 AM",N
"KOTAWARINGIN LAMA TO STO PANGKALAN BUN 5+0 FEB 2020/Radio-5.1","Remote communication failure","CRITICAL","August 14, 2021 5:10:32 AM",N
"SEI BATANG TO GUNUNG DAENG 8GHz/E1-5.6","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","December 10, 2019 4:51:30 PM",Y
"02_BAWAN/Shelf/Slot 2 - Bawan - KM.46/IDU","Remote communication failure","MAJOR","October 18, 2021 11:49:19 PM",N
"SAMBUKU - EILOGO FREK.6G LOW 4+0 & 1+0 (5+0) JULI 2019/Radio-5.1-XPIC.2","RFU RX level path1 out of range","WARNING","July 3, 2021 8:17:36 AM",N
"SUNGAI PENUH TO BUKIT NAMURA 8GHZ CH 7 High #1/E1-1.16","E1/DS1 unexpected signal on port #16","WARNING","June 15, 2019 1:17:24 PM",Y
"STO BINTUNI - TVRI RELOK (2+0) UPGRADE 2019","HTTP LOGON FAILURE","WARNING","November 20, 2019 7:58:41 AM",Y
"WINDHESI TO RAISEI System 1 (4+0)/Radio-2.1","Remote communication failure","CRITICAL","October 26, 2021 9:25:44 AM",N
"NEW TAFREY-SIDO MAKMUR 5+0 OKTOBER 2019/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","October 15, 2021 11:24:42 PM",N
"PULAU RATEWO TO NEW REP. 1 WAPOGA SYSTEM 1/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","January 11, 2021 2:40:57 PM",N
"SEI BATANG-NUNUKAN","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:32:28 AM",N
"Site-7 2.7 LABANAN-SEIMAYANG CH1-3 LOW VERTICAL/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","July 22, 2019 5:16:18 PM",Y
"IP-20N 11GHz IDU#1 6+0 Gn. Belah dir_to Karungan_HORIZONTAL/Radio-4.1-XPIC.1","RFU TX Mute","WARNING","June 12, 2019 10:51:08 AM",Y
"NUSA PENIDA TO GOA LAWAH_BAST_28062019","LOST CONTACT","INDETERMINATE","October 26, 2021 2:37:09 PM",N
"MANANMUR TO OTOWERI (5+0)/Radio-7.1","Radio loss of frame","CRITICAL","September 8, 2021 3:54:26 PM",N
"MEMPAWAH (Backup Telkomsel Pebruari 2014)/ETY-3.3","Ethernet loss of carrier on port #3","MAJOR","October 16, 2021 6:12:22 PM",N
"NEW REP WAROPEN 1 TO WAROPEN SYSTEM 0","LOST CONTACT","INDETERMINATE","May 4, 2021 9:39:27 PM",N
"FibeAir IP-10G - 10.144.122.103/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","November 5, 2019 4:00:23 AM",Y
